,Awake,NREM,REM,Artifact
Awake,0.0,0.7068233757753836,0.0019588638589618022,0.2912177603656546
NREM,0.498318557016203,0.0,0.18771018037297463,0.31397126261082237
REM,0.680047225501771,0.05076741440377804,0.0,0.269185360094451
Artifact,0.39869585468095015,0.49557522123893805,0.10572892408011178,0.0
