,Awake,NREM,REM,Artifact
Awake,0.9660202791151739,0.024017661023718134,6.656164717889552e-05,0.009895498213929134
NREM,0.021445393187469575,0.9569644901127528,0.00807820332337811,0.013511913376399542
REM,0.048285690334479,0.0036046609103864533,0.9289965629977366,0.019113085757397938
Artifact,0.1344432228679127,0.16711166954609707,0.035652583634364694,0.6627925239516256
