,Awake,NREM,REM,Artifact
Awake,0.9666424945612763,0.028005110673711107,0.00010359473738734072,0.005248800027625264
NREM,0.021222331850252248,0.9692462348977047,0.009494201090902321,3.7232161140793416e-05
REM,0.06603260869565217,0.003940217391304348,0.9296195652173913,0.0004076086956521739
Artifact,0.49193548387096775,0.0032258064516129032,0.0032258064516129032,0.5016129032258064
